Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 1248892","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Laborel, J.","Jun 1963 (June 1963)","","North Atlantic Ocean","","","Senegal","","","","Dakar, Mamelles Point","","","","","","","","","30","","","","","","","","","","","","","","","09 Aug 2019 18:13:00","http://n2t.net/ark:/65665/36c4edfd1-a0f0-4e8d-a112-43686e81dc13"
"USNM 1248894","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",5,"","Dry","","Laborel, J.","Jun 1963 (June 1963)","","North Atlantic Ocean","","","Senegal","","","","Dakar, Mamelles Point","","","","","","","","","30","","","","","","","","","","","","","","","09 Aug 2019 18:13:00","http://n2t.net/ark:/65665/3dd1025ff-3850-419d-b0ef-321d3abdc6d6"
"USNM 1249955","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","1980","","South Pacific Ocean","","","Australia","Queensland","","","Great Barrier Reef, Davies Reef","","","","","Lady Basten R/V","","","","9 to 25","","","","","","347966","","","","","","","","","01 Aug 2014 19:23:00","http://n2t.net/ark:/65665/309b95e04-82b3-4b7c-8c2d-2f927c0fb678"
"USNM 1250178","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","9 Aug 2019","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Ramsaroop, D.","Jul 1976","","North Atlantic Ocean","Caribbean Sea","","Barbados","","","","West Coast","","","","","","","","","37","","","","","collector number : A","323843","","","","","","","","","09 Aug 2019 18:04:00","http://n2t.net/ark:/65665/30a086878-fce3-4fd9-9102-68e3b32c037d"
"USNM 1250302","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Coffer, Timothy Edward, Smithsonian Institution, National Museum of Natural History","4 Aug 2014","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","Dr. 10","East African Marine Fisheries Research Organization","11 Aug 1971 (11-8-71)","Dredge","Indian Ocean","","","Tanzania","","","","Zanzibar Island","","","","","","329","","","110","","","","","reference number : CG/24","","","","","","","","","","06 Aug 2014 16:30:00","http://n2t.net/ark:/65665/3e178579a-d77e-45d2-ad24-86949d3c0de9"
"USNM 1437436","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Etnoyer, Peter; Shuler, Andrew","2016","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","NOAA Collections",1,"","Dry","","Etnoyer, P.","29 Jun 2014","ROV","North Atlantic Ocean","Gulf of Mexico","","United States","","","","Roughtongue Reef",29.4378,-87.5743,"","2014 DWH-NRDA Mesophotic Assessment","Walton Smith R/V","2014_WS5_Dive10","","","60.7","","","","WS5-P1-E0629-T-RTR-GX010-1418-0031A","specimen number : WS5-P1-E0629-T-RTR-GX010-1418-0031A","2075252","","","","","","","","","07 Oct 2019 13:48:00","http://n2t.net/ark:/65665/3b6f1de02-ee38-4263-988b-6a8cc7c9f8c3"
"USNM 1437443","Specimen/Lot","Leptogorgia sp.","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Etnoyer, Peter; Shuler, Andrew","2016","Leptogorgia sp. : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","NOAA Collections",1,"","Dry","","Etnoyer, P.","5 Jul 2014","ROV","North Atlantic Ocean","Gulf of Mexico","","United States","","","","Yellowtail",29.4507,-87.5924,"","2014 DWH-NRDA Mesophotic Assessment","Walton Smith R/V","2014_WS5_Dive16","","","58.3","","","This specimen is most likely a dry portion of USNM 1437444.","WS5-P1-E0705-T-YTR-GX016-1797-0046A","specimen number : WS5-P1-E0705-T-YTR-GX016-1797-0046A","2075252","","","","","","","","","07 Oct 2019 14:11:00","http://n2t.net/ark:/65665/3d7d6acfe-1471-459e-8b0d-8a461dd4aed7"
"USNM 50429","Specimen/Lot","Leptogorgia stheno (Bayer, 1952)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia stheno (Bayer, 1952) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Thompson; McGinty","13 Dec 1950","","North Atlantic Ocean","","","United States","Florida","","","Straits Of Florida, Off Palm Beach","","","","","Triton R/V","","","","73 to 91","","","","","","192368","","","","","","","","","03 Apr 2019 16:58:00","http://n2t.net/ark:/65665/3ec47c0d5-d66e-46ce-997b-fafe1e205ee3"
"USNM 50845","Specimen/Lot","Leptogorgia stheno (Bayer, 1952)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Dec 1957","Leptogorgia stheno (Bayer, 1952) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","360","","22 Jul 1957","","North Atlantic Ocean","","","Suriname","","","","off the coast of",6.32,-55.25,"","","Coquette R/V","","","","26","","","","","","215120","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/3406c14f9-5600-42dd-96ad-3ab58f71da57"
"USNM 82922","Specimen/Lot","Leptogorgia sylvanae Stiasny, 1940","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Grasshoff, M.","1986","Leptogorgia sylvanae Stiasny, 1940 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Laborel","","","North Atlantic Ocean","Gulf of Guinea","","Ivory Coast","","","","Berebi","","","","","","","","","6 to 10","","","","","","379374","","","","","","","","","26 Jul 2014 06:03:00","http://n2t.net/ark:/65665/3ce99dd46-510f-4b63-9536-effd8d96d5b4"
"USNM 1002239","Specimen/Lot","Leptogorgia sylvanae Stiasny, 1940","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Stiasny, G.","","Leptogorgia sylvanae Stiasny, 1940 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Paratype","","Schizotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","DRY","","","","","North Atlantic Ocean","","","","","","","","","","","","","","","","","","","","","Original Number : 614","322031","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3a16107f1-623a-4219-b810-5836375e0032"
"USNM 1154717","Specimen/Lot","Leptogorgia sylvanae Stiasny, 1940","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia sylvanae Stiasny, 1940 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Lophogorgia buettikoferi Stiasny, 1940","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Gain, L.","","","North Atlantic Ocean","","","","","","","","","","","","","","","","","","","","","RML Number : 617","322031","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/3d36fff22-7728-42b3-ba68-049193a73d56"
"USNM 569","Specimen/Lot","Leptogorgia tenuis Verrill, 1864","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Leptogorgia tenuis Verrill, 1864 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Syntype","Verrill, A. E. 1864. Revision of the Polyps of the Eastern Coast of the United States. 1 (1): 8.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",3,"","Dry","","","","","North Atlantic Ocean","","","United States","New York","","","Long Island Sound","","","","","","","","","","","","","","","","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/3d514531f-ff8c-4b14-8f8e-f35ee008a058"
"USNM 765","Specimen/Lot","Leptogorgia tenuis Verrill, 1864","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Leptogorgia tenuis Verrill, 1864 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Syntype","Verrill, A. E. 1864. Revision of the Polyps of the Eastern Coast of the United States. 1 (1): 8.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","","","United States","New York","","","Long Island Sound","","","","","","","","","","","","","","removed to : 33608","","","","","","","","","","17 Oct 2014 21:27:00","http://n2t.net/ark:/65665/306cc62ea-71c5-4601-9985-6d39f7688c29"
"USNM 766","Specimen/Lot","Leptogorgia tenuis Verrill, 1864","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Leptogorgia tenuis Verrill, 1864 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Syntype","Verrill, A. E. 1864. Revision of the Polyps of the Eastern Coast of the United States. 1 (1): 8.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","","","United States","New York","","","Long Island Sound","","","","","","","","","","","","","","","","","","","","","","","","17 Oct 2014 21:28:00","http://n2t.net/ark:/65665/3629cd1c1-bc20-471c-bdc2-d59444942430"
"USNM 33608","Specimen/Lot","Leptogorgia tenuis Verrill, 1864","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Verrill, Addison E., Peabody Museum, Yale","","Leptogorgia tenuis Verrill, 1864 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Syntype","Verrill, A. E. 1864. Revision of the Polyps of the Eastern Coast of the United States. 1 (1): 8.","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","","","United States","New York","","","Long Island Sound","","","","","","","","","","","","","","removed from : 765","","","","","","","","","","14 Jan 2013 18:08:00","http://n2t.net/ark:/65665/332ece307-3203-46cd-9e91-7a52e10f7e9a"
"USNM 1405169","Specimen/Lot","Leptogorgia tenuis Verrill, 1864","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Cairns, Stephen Douglas, (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","Mar 2016","Leptogorgia tenuis Verrill, 1864 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Pedersen, J.","","","North Pacific Ocean","Gulf of California","","Mexico","Baja California","","","La Paz","","","","","","","","","","","","mentioned by Verrill 1868","YPM 4062","","322031","","","","","","","","","11 Mar 2019 18:35:00","http://n2t.net/ark:/65665/334373a1f-11af-4b85-b7a9-6c07a467dc64"
"USNM 1085401","Specimen/Lot","Leptogorgia viminalis (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia viminalis (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Clark, E. F.","","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Placida, Pass near Cape Haze Marine Lab.","","","","","","","","","","","","","","","208676","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/324184d56-bcff-44d9-bbc3-5a6fe6da1f61"
"USNM 1154704","Specimen/Lot","Leptogorgia viminalis (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia viminalis (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","Leptogorgia maghrebensis (Stiasny, 1936)","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Chevalier","","","North Atlantic Ocean","","","Gabon","","","Libreville","","","","","","","","","","","","","","","RML Number : 424","322031","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/3a511befe-7ee6-4aef-85c7-a92f2b4e3c9a"
"USNM 50225","Specimen/Lot","Leptogorgia violacea (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia violacea (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Rathbun, R.","1875 to 1877","Dredge","South Atlantic Ocean","","","Brazil","","","","Bay of Rio de Janeiro, Ilha de Paqueta",-22.8117,-43.1544,"","Hartt Explorations","","","","","5 to 7","","","","","","011849","","","","","","","","","11 Mar 2019 16:43:00","http://n2t.net/ark:/65665/35fc1aa0f-8eb9-4287-a486-011de7b454d2"
"USNM 94607","Specimen/Lot","Leptogorgia violacea (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Apr 1994","Leptogorgia violacea (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",4,"","Dry","","Fenical, W. H.","","","South Atlantic Ocean","","","Brazil","Rio de Janeiro","","","Rio De Janeiro, Vicinity Of","","","","","","","","","","","","","","","409691","","","","","","","","","20 Oct 2014 13:44:00","http://n2t.net/ark:/65665/37592c165-ce00-457f-b560-0fd58b77db3b"
"USNM 1018812","Specimen/Lot","Leptogorgia violacea (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Leptogorgia violacea (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","DRY","","Sanchez, J.; Acosta, A.","14 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Batteaux Bay","Trinidad and Tobago","","","","Tobago, Little Tobago Island","","","","","","","","","27","","","","T148","","2027480","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/3fda518e4-7933-4358-84ba-d4a301510cb1"
"USNM 1021296","Specimen/Lot","Leptogorgia violacea (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Leptogorgia violacea (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","DRY","","Sanchez, J.; Acosta, A.","14 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Batteaux Bay","Trinidad and Tobago","","","","Tobago, Little Tobago Island","","","","","","","","","26","","","","T136","","2027480","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/34ef89b56-541b-4ce4-b5cd-6bcdee5b9806"
"USNM 1021372","Specimen/Lot","Leptogorgia violacea (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Leptogorgia violacea (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","DRY","","Sanchez, J.; Acosta, A.","14 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Batteaux Bay","Trinidad and Tobago","","","","Tobago, Little Tobago Island","","","","","","","","","25","","","","T124","","2027480","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/31066d141-3114-460b-a6b5-b5d523a0260b"
"USNM 1154702","Specimen/Lot","Leptogorgia violacea (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia violacea (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Greeff","","","North Atlantic Ocean","","","Sierra Leone","","","","","","","","","","","","","","","","","","RML Number : 647","322031","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/3d29df5ec-1b89-4de1-9cb6-5d5fb8dc044b"
"USNM 1154703","Specimen/Lot","Leptogorgia violacea (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia violacea (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","Mediterranean Sea","","","","","","","","","","","","","","","","","","","","RML Number : 41","322031","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/302387571-64af-4f60-b81a-165d8f021408"
"USNM 1154726","Specimen/Lot","Leptogorgia violacea (Pallas, 1766)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","","","Leptogorgia violacea (Pallas, 1766) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",0,"","Dry","","","","","North Atlantic Ocean","Caribbean Sea","","","","","","Antilles","","","","","","","","","","","","","","RML Number : 112","322031","","","","","","","","","16 Feb 2025 21:28:00","http://n2t.net/ark:/65665/38ec669ac-0d62-4f25-b244-62d58e4a78ac"
"USNM 82923","Specimen/Lot","Leptogorgia violetta Grasshoff, 1988","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Grasshoff, M.","1986","Leptogorgia violetta Grasshoff, 1988 : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","Paratype","","Schizotype","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","Kornprobst, J. M.","1985","","North Atlantic Ocean","","","Senegal","","","","Dakar","","","","","","","","","3 to 10","","","","","","379374","","","","","","","","","26 Jul 2014 06:03:00","http://n2t.net/ark:/65665/3f076764a-9fae-4dae-b843-d4a45e495778"
"USNM 15276","Specimen/Lot","Leptogorgia virgulata (Lamarck, 1815)","Gorgoniidae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Leptogorgia virgulata (Lamarck, 1815) : Gorgoniidae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Gorgoniidae","Octocorals","",1,"","Dry","","","","","North Atlantic Ocean","","","United States","North Carolina","","","Beaufort",34.72,-76.65,"","","","","","","","","","","","","","","","","","","","","","14 Jan 2013 18:17:00","http://n2t.net/ark:/65665/373076849-7f4b-4958-a8cf-cc726dabaea9"
